dataset,method,seed,beta,role,cache_key,original_trace_key,original_seconds,original_source,canonical_seconds,canonical_source,final_metric_dicts_identical,checkpoint_identity,requested_epochs,early_stopping
MNIST,B1_full_mse,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B1_full_mse,123,4).trace[11]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B1_full_mse,123,4.0,final,vae|MNIST|m8|s123|e300|es1|b4,vae|m8|e300|es1|b4,79.7982714176178,"stage4_methods.json: (MNIST,B1_full_mse,123,4).trace[3]",79.7982714176178,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s123|e300|es1|b4,True,not available,300,True
MNIST,B1_full_mse,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B1_full_mse,777,4).trace[11]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B1_full_mse,777,4.0,final,vae|MNIST|m6|s777|e300|es1|b4,vae|m6|e300|es1|b4,93.21254205703735,"stage4_methods.json: (MNIST,B1_full_mse,777,4).trace[2]",93.21254205703735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s777|e300|es1|b4,True,not available,300,True
MNIST,B1_full_mse,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B1_full_mse,2024,4).trace[11]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B1_full_mse,2024,4.0,final,vae|MNIST|m8|s2024|e300|es1|b4,vae|m8|e300|es1|b4,58.33166456222534,"stage4_methods.json: (MNIST,B1_full_mse,2024,4).trace[3]",58.33166456222534,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s2024|e300|es1|b4,True,not available,300,True
MNIST,B1_full_mse,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B1_full_mse,31337,4).trace[11]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B1_full_mse,31337,4.0,final,vae|MNIST|m12|s31337|e300|es1|b4,vae|m12|e300|es1|b4,97.18611741065979,"stage4_methods.json: (MNIST,B1_full_mse,31337,4).trace[5]",97.18611741065979,results/make49/stage4_cache/MNIST.json:vae|MNIST|m12|s31337|e300|es1|b4,True,not available,300,True
MNIST,B2_full_elbo,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B2_full_elbo,42,4).trace[11]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B2_full_elbo,42,4.0,final,vae|MNIST|m10|s42|e300|es1|b4,vae|m10|e300|es1|b4,94.50192475318909,"stage4_methods.json: (MNIST,B2_full_elbo,42,4).trace[4]",94.50192475318909,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s42|e300|es1|b4,True,not available,300,True
MNIST,B2_full_elbo,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B2_full_elbo,123,4).trace[11]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B2_full_elbo,123,4.0,final,vae|MNIST|m8|s123|e300|es1|b4,vae|m8|e300|es1|b4,79.7982714176178,"stage4_methods.json: (MNIST,B2_full_elbo,123,4).trace[3]",79.7982714176178,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s123|e300|es1|b4,True,not available,300,True
MNIST,B2_full_elbo,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B2_full_elbo,777,4).trace[11]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B2_full_elbo,777,4.0,final,vae|MNIST|m6|s777|e300|es1|b4,vae|m6|e300|es1|b4,93.21254205703735,"stage4_methods.json: (MNIST,B2_full_elbo,777,4).trace[2]",93.21254205703735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s777|e300|es1|b4,True,not available,300,True
MNIST,B2_full_elbo,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B2_full_elbo,2024,4).trace[11]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B2_full_elbo,2024,4.0,final,vae|MNIST|m8|s2024|e300|es1|b4,vae|m8|e300|es1|b4,58.33166456222534,"stage4_methods.json: (MNIST,B2_full_elbo,2024,4).trace[3]",58.33166456222534,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s2024|e300|es1|b4,True,not available,300,True
MNIST,B2_full_elbo,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B2_full_elbo,31337,4).trace[11]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B2_full_elbo,31337,4.0,final,vae|MNIST|m12|s31337|e300|es1|b4,vae|m12|e300|es1|b4,97.18611741065979,"stage4_methods.json: (MNIST,B2_full_elbo,31337,4).trace[5]",97.18611741065979,results/make49/stage4_cache/MNIST.json:vae|MNIST|m12|s31337|e300|es1|b4,True,not available,300,True
MNIST,B3_full_downstream,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B3_full_downstream,42,4).trace[11]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B3_full_downstream,42,4.0,final,vae|MNIST|m12|s42|e300|es1|b4,vae|m12|e300|es1|b4,78.40191340446472,"stage4_methods.json: (MNIST,B3_full_downstream,42,4).trace[5]",78.40191340446472,results/make49/stage4_cache/MNIST.json:vae|MNIST|m12|s42|e300|es1|b4,True,not available,300,True
MNIST,B3_full_downstream,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B3_full_downstream,123,4).trace[11]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B3_full_downstream,123,4.0,final,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B3_full_downstream,123,4).trace[11]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,True,not available,300,True
MNIST,B3_full_downstream,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B3_full_downstream,777,4).trace[11]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B3_full_downstream,777,4.0,final,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B3_full_downstream,777,4).trace[11]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,True,not available,300,True
MNIST,B3_full_downstream,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B3_full_downstream,2024,4).trace[11]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B3_full_downstream,2024,4.0,final,vae|MNIST|m32|s2024|e300|es1|b4,vae|m32|e300|es1|b4,71.83706307411194,"stage4_methods.json: (MNIST,B3_full_downstream,2024,4).trace[9]",71.83706307411194,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s2024|e300|es1|b4,True,not available,300,True
MNIST,B3_full_downstream,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B3_full_downstream,31337,4).trace[11]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B3_full_downstream,31337,4.0,final,vae|MNIST|m24|s31337|e300|es1|b4,vae|m24|e300|es1|b4,95.4260048866272,"stage4_methods.json: (MNIST,B3_full_downstream,31337,4).trace[8]",95.4260048866272,results/make49/stage4_cache/MNIST.json:vae|MNIST|m24|s31337|e300|es1|b4,True,not available,300,True
MNIST,B4_coarse,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B4_coarse,42,4).trace[3]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B4_coarse,42,4.0,final,vae|MNIST|m10|s42|e300|es1|b4,vae|m10|e300|es1|b4,94.50192475318909,"stage4_methods.json: (MNIST,B4_coarse,42,4).trace[2]",94.50192475318909,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s42|e300|es1|b4,True,not available,300,True
MNIST,B4_coarse,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B4_coarse,123,4).trace[3]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B4_coarse,123,4.0,final,vae|MNIST|m10|s123|e300|es1|b4,vae|m10|e300|es1|b4,50.32360529899597,"stage4_methods.json: (MNIST,B4_coarse,123,4).trace[2]",50.32360529899597,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s123|e300|es1|b4,True,not available,300,True
MNIST,B4_coarse,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B4_coarse,777,4).trace[3]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B4_coarse,777,4.0,final,vae|MNIST|m10|s777|e300|es1|b4,vae|m10|e300|es1|b4,94.7635407447815,"stage4_methods.json: (MNIST,B4_coarse,777,4).trace[2]",94.7635407447815,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s777|e300|es1|b4,True,not available,300,True
MNIST,B4_coarse,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B4_coarse,2024,4).trace[3]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B4_coarse,2024,4.0,final,vae|MNIST|m10|s2024|e300|es1|b4,vae|m10|e300|es1|b4,87.00039005279541,"stage4_methods.json: (MNIST,B4_coarse,2024,4).trace[2]",87.00039005279541,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s2024|e300|es1|b4,True,not available,300,True
MNIST,B4_coarse,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B4_coarse,31337,4).trace[3]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B4_coarse,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,B4_coarse,31337,4).trace[1]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
MNIST,B5_fixed32,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B5_fixed32,42,4.0,final,vae|MNIST|m32|s42|e300|es1|b4,vae|m32|e300|es1|b4,55.802868366241455,"stage4_methods.json: (MNIST,B5_fixed32,42,4).trace[0]",55.802868366241455,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s42|e300|es1|b4,True,not available,300,True
MNIST,B5_fixed32,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B5_fixed32,123,4.0,final,vae|MNIST|m32|s123|e300|es1|b4,vae|m32|e300|es1|b4,79.57452440261841,"stage4_methods.json: (MNIST,B5_fixed32,123,4).trace[0]",79.57452440261841,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s123|e300|es1|b4,True,not available,300,True
MNIST,B5_fixed32,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B5_fixed32,777,4.0,final,vae|MNIST|m32|s777|e300|es1|b4,vae|m32|e300|es1|b4,94.40738201141357,"stage4_methods.json: (MNIST,B5_fixed32,777,4).trace[0]",94.40738201141357,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s777|e300|es1|b4,True,not available,300,True
MNIST,B5_fixed32,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B5_fixed32,2024,4.0,final,vae|MNIST|m32|s2024|e300|es1|b4,vae|m32|e300|es1|b4,71.83706307411194,"stage4_methods.json: (MNIST,B5_fixed32,2024,4).trace[0]",71.83706307411194,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s2024|e300|es1|b4,True,not available,300,True
MNIST,B5_fixed32,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B5_fixed32,31337,4.0,final,vae|MNIST|m32|s31337|e300|es1|b4,vae|m32|e300|es1|b4,68.74988532066345,"stage4_methods.json: (MNIST,B5_fixed32,31337,4).trace[0]",68.74988532066345,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s31337|e300|es1|b4,True,not available,300,True
MNIST,B6a_fondue,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B6a_fondue,42,4.0,final,vae|MNIST|m8|s42|e300|es1|b4,vae|m8|e300|es1|b4,56.5801522731781,"stage4_methods.json: (MNIST,B6a_fondue,42,4).trace[5]",56.5801522731781,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s42|e300|es1|b4,True,not available,300,True
MNIST,B6a_fondue,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B6a_fondue,123,4.0,final,vae|MNIST|m8|s123|e300|es1|b4,vae|m8|e300|es1|b4,79.7982714176178,"stage4_methods.json: (MNIST,B6a_fondue,123,4).trace[5]",79.7982714176178,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s123|e300|es1|b4,True,not available,300,True
MNIST,B6a_fondue,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B6a_fondue,777,4.0,final,vae|MNIST|m8|s777|e300|es1|b4,vae|m8|e300|es1|b4,58.2968316078186,"stage4_methods.json: (MNIST,B6a_fondue,777,4).trace[5]",58.2968316078186,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s777|e300|es1|b4,True,not available,300,True
MNIST,B6a_fondue,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B6a_fondue,2024,4.0,final,vae|MNIST|m8|s2024|e300|es1|b4,vae|m8|e300|es1|b4,58.33166456222534,"stage4_methods.json: (MNIST,B6a_fondue,2024,4).trace[5]",58.33166456222534,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s2024|e300|es1|b4,True,not available,300,True
MNIST,B6a_fondue,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B6a_fondue,31337,4.0,final,vae|MNIST|m8|s31337|e300|es1|b4,vae|m8|e300|es1|b4,81.98022437095642,"stage4_methods.json: (MNIST,B6a_fondue,31337,4).trace[5]",81.98022437095642,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s31337|e300|es1|b4,True,not available,300,True
MNIST,B6b_fondue_var,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var,777,4.0,final,vae|MNIST|m3|s777|e300|es1|b4,vae|m3|e300|es1|b4,96.74828910827637,"stage4_methods.json: (MNIST,B6b_fondue_var,777,4).trace[1]",96.74828910827637,results/make49/stage4_cache/MNIST.json:vae|MNIST|m3|s777|e300|es1|b4,True,not available,300,True
MNIST,B6b_fondue_var,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var,2024,4.0,final,vae|MNIST|m2|s2024|e300|es1|b4,vae|m2|e300|es1|b4,89.43852734565735,"stage4_methods.json: (MNIST,B6b_fondue_var,2024,4).trace[1]",89.43852734565735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b4,True,not available,300,True
MNIST,B6b_fondue_var,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,not in trace,,not charged in original ledger; MAKE50 used current snapshot,76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,proposed,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,proposed,42,4).trace[9]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,proposed,42,4.0,final,vae|MNIST|m4|s42|e300|es1|b4,vae|m4|e300|es1|b4,69.8434944152832,"stage4_methods.json: (MNIST,proposed,42,4).trace[11]",69.8434944152832,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b4,True,not available,300,True
MNIST,proposed,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,proposed,123,4).trace[9]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,proposed,123,4.0,final,vae|MNIST|m4|s123|e300|es1|b4,vae|m4|e300|es1|b4,95.19837188720703,"stage4_methods.json: (MNIST,proposed,123,4).trace[11]",95.19837188720703,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b4,True,not available,300,True
MNIST,proposed,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,proposed,777,4).trace[9]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,proposed,777,4.0,final,vae|MNIST|m4|s777|e300|es1|b4,vae|m4|e300|es1|b4,94.92288994789124,"stage4_methods.json: (MNIST,proposed,777,4).trace[11]",94.92288994789124,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b4,True,not available,300,True
MNIST,proposed,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,proposed,2024,4).trace[9]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,proposed,2024,4.0,final,vae|MNIST|m2|s2024|e300|es1|b4,vae|m2|e300|es1|b4,89.43852734565735,"stage4_methods.json: (MNIST,proposed,2024,4).trace[10]",89.43852734565735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b4,True,not available,300,True
MNIST,proposed,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,proposed,31337,4).trace[9]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,proposed,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,proposed,31337,4).trace[11]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
MNIST,proposed_minus_AU,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,proposed_minus_AU,42,4).trace[9]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,proposed_minus_AU,42,4.0,final,vae|MNIST|m4|s42|e300|es1|b4,vae|m4|e300|es1|b4,69.8434944152832,"stage4_methods.json: (MNIST,proposed_minus_AU,42,4).trace[11]",69.8434944152832,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b4,True,not available,300,True
MNIST,proposed_minus_AU,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,proposed_minus_AU,123,4).trace[9]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,proposed_minus_AU,123,4.0,final,vae|MNIST|m4|s123|e300|es1|b4,vae|m4|e300|es1|b4,95.19837188720703,"stage4_methods.json: (MNIST,proposed_minus_AU,123,4).trace[11]",95.19837188720703,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b4,True,not available,300,True
MNIST,proposed_minus_AU,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,proposed_minus_AU,777,4).trace[9]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,proposed_minus_AU,777,4.0,final,vae|MNIST|m4|s777|e300|es1|b4,vae|m4|e300|es1|b4,94.92288994789124,"stage4_methods.json: (MNIST,proposed_minus_AU,777,4).trace[11]",94.92288994789124,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b4,True,not available,300,True
MNIST,proposed_minus_AU,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,4).trace[9]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,proposed_minus_AU,2024,4.0,final,vae|MNIST|m2|s2024|e300|es1|b4,vae|m2|e300|es1|b4,89.43852734565735,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,4).trace[10]",89.43852734565735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b4,True,not available,300,True
MNIST,proposed_minus_AU,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,4).trace[9]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
